station,longitude,latitude,z
723530-13967,-97.601,35.389,2.839354838709653
723535-99999,-97.917,36.333,0.47187167671035013
723536-99999,-97.783,36.383,2.217330261136709
723540-13919,-97.383,35.417,1.2935483870967488
723544-99999,-97.65,35.533,-0.7009297912713635
723546-13969,-97.102,36.737,-0.7561290322580732
723550-13945,-98.4,34.65,2.6643613047074126
723555-99999,-97.017,34.3,-0.9080645161290448
723556-99999,-95.367,35.65,-0.09015053763442893
723560-13968,-95.887,36.199,2.2099999999999937
723565-99999,-96.017,36.767,3.439901171377656
723566-93950,-95.783,34.882,0.6938709677419155
723575-99999,-98.417,34.567,3.1293769797129016
723600-23051,-103.154,36.449,4.094053763440854
723601-23007,-100.283,34.427,-1.4693548387096627
723604-23007,-100.283,34.427,-0.12144516796901428
723625-93057,-107.899,35.166,4.961525227460697
723627-23081,-108.794,35.514,0.7622580645161037
723630-23047,-101.704,35.23,-0.13516129032261404
723650-23050,-106.616,35.042,1.736547192353612
723654-99999,-106.269,35.879,1.6756387123258492
723655-99999,-106.05,34.983,12.954547619047645
723656-23049,-106.089,35.617,2.361290322580629
723658-23090,-108.229,36.744,2.3814731182795725
723663-99999,-105.667,36.45,1.3951167964404902
723676-23048,-103.603,35.182,1.4064516129031972
723677-23054,-105.142,35.654,2.331612903225789
723700-93167,-113.933,35.258,0.732903225806453
723700-99999,-113.95,35.259,1.4541552504732351
723710-99999,-111.45,36.933,1.785300930180071
723721-23184,-112.421,34.652,-0.50322580645161
723723-23184,-112.421,34.652,-0.1925806451612999
723740-23194,-110.721,35.028,1.4796421379880655
723745-93139,-111.339,34.257,2.9381445781956614
723747-99999,-110.0,34.267,1.3350649218165245
723755-03103,-111.666,35.144,-0.033225806451596895
723760-99999,-111.817,35.217,1.5580116439919038
723781-99999,-112.15,35.95,-0.12774623655914752
723783-99999,-112.133,35.95,1.107133028467814
723788-99999,-114.567,35.15,-0.5368033794162841
723805-23179,-114.619,34.768,4.5863617866004915
723810-23114,-117.867,34.9,2.1258064516129025
723814-93121,-116.167,34.3,0.0
723815-23161,-116.786,34.854,2.709999999999937
723816-03159,-118.212,34.741,4.4222580645161145
723820-23182,-118.084,34.629,0.5502365591397762
723825-23131,-117.383,34.583,1.4685806451612393
723826-99999,-117.83,35.659,-0.08446051167965152
723830-23187,-118.724,34.744,4.78618385507707
723840-23155,-119.054,35.434,0.6622580645161094
723860-23169,-115.163,36.072,1.1890322580645005
723865-23112,-115.033,36.25,-0.2896774193548737
723870-03160,-116.028,36.621,3.361408602150533
723890-93193,-119.719,36.78,2.752844574780042
723894-99999,-118.838,37.624,1.43975381761976
723895-99999,-119.067,36.033,0.3648387096774144
723896-99999,-119.4,36.317,1.2947163151504526
723900-99999,-121.283,35.667,5.752910689115261
723910-93111,-119.117,34.117,-0.9379866518353737
723923-99999,-119.7,34.4,-3.155108083054202
723924-99999,-119.25,34.25,-3.2332526536930715
723925-23190,-119.843,34.426,-0.5629032258064797
723926-99999,-119.1,34.217,-0.5487096774193816
723927-93110,-119.207,34.201,-3.627096774193575
723930-99999,-120.567,34.75,1.4030097065160163
723940-23273,-120.449,34.899,0.08387096774191605
723965-93209,-120.628,35.67,2.978002595476468
724010-13740,-77.32,37.505,1.6651612903225583
724014-99999,-77.5,37.183,0.3348817204301042
724016-93736,-78.453,38.139,1.397463848720804
724017-99999,-78.433,37.35,-0.22903225806450678
724020-93739,-75.471,37.937,1.6072860573274141
724024-93739,-75.471,37.937,0.20275974025972232
724026-99999,-75.761,37.647,3.3815118279569987
724027-99999,-75.617,37.533,-3.231882115130688
724030-93738,-77.464,38.941,1.3764516129032387
724033-99999,-77.45,38.267,0.09870967741935033
724035-13773,-77.3,38.5,0.712247792750091
724036-99999,-77.515,38.721,1.705105672969978
724037-93728,-77.183,38.717,4.417924263674607
724040-13721,-76.417,38.3,1.9909677419354352
724045-93720,-75.51,38.341,-0.12774193548386847
724048-99999,-76.383,38.383,0.0
724050-13743,-77.034,38.848,3.1303225806451564
724053-99999,-78.15,39.15,-0.1022580645161355
724055-99999,-77.558,39.078,0.07322580645161736
724056-99999,-81.35,36.895,0.016129032258021425
724057-99999,-76.167,39.467,-0.32512502714675406
724058-99999,-82.033,36.683,-0.5036476426799084
724060-93721,-76.683,39.167,2.759354838709669
724065-93733,-76.75,39.083,0.4607545350291531
724066-99999,-77.717,39.7,0.9238709677419479
724067-99999,-76.4,39.317,0.13819730343678316
724069-99999,-76.1,39.333,-1.427356902356891
724070-93730,-74.567,39.449,4.474516129032239
724075-13735,-75.067,39.367,-0.8388605858361302
724076-13724,-74.424,39.379,0.0
724080-13739,-75.231,39.868,0.2345161290322153
724084-04739,-74.117,40.183,-0.4441935483870907
724085-94732,-75.011,40.082,2.004838709677429
724086-14793,-75.15,40.2,1.002113459399311
724087-99999,-74.017,40.1,-1.3745251811302523
724088-13707,-75.467,39.133,1.5132551319647973
724089-13781,-75.601,39.673,0.9099078341013893
724090-14780,-74.35,40.033,0.6321192376074833
724093-99999,-75.367,38.683,1.8131835637480975
724094-99999,-74.283,40.883,2.109517241379322
724095-14792,-74.816,40.277,1.1626559139784831
724096-14706,-74.6,40.017,1.0676651305683151
724097-99999,-74.417,40.8,3.3786730816349717
724098-99999,-73.817,40.45,0.0
724099-99999,-74.017,40.467,-7.438605387205385
724100-13733,-79.207,37.321,-0.12419354838709751
724105-99999,-78.9,38.267,1.8527741935483846
724106-13728,-79.336,36.573,1.300645161290305
724107-99999,-80.817,36.767,-0.10483870967740927
724110-13741,-79.974,37.317,1.2464516129032006
724113-99999,-80.408,37.208,0.12032258064516554
724115-99999,-79.833,37.95,2.9001032893691416
724116-13868,-80.683,37.133,0.8611290322580345
724117-99999,-82.533,36.983,-0.22661290322582772
724120-03872,-81.123,37.784,2.0203225806451712
724125-03859,-81.208,37.296,1.190000000000012
724125-99999,-81.208,37.296,2.5635483870967732
724126-99999,-80.333,37.767,-0.721404761904779
724127-99999,-80.399,37.858,-1.0105210918114125
724131-99999,-82.517,37.483,0.8164462365591305
724140-13866,-81.59,38.379,2.331612903225789
724170-13729,-79.853,38.885,3.784292803970203
724175-99999,-80.217,39.283,2.191680107526892
724176-13736,-79.916,39.643,0.9067741935483866
724177-13734,-77.984,39.402,-1.2625806451612789
724210-93814,-84.672,39.043,3.513870967741937
724220-93820,-84.606,38.041,2.425483870967753
724230-93821,-85.739,38.181,3.474193548387106
724235-13810,-85.664,38.228,2.860322580645146
724236-03889,-83.314,37.591,0.8526728110599038
724237-99999,-87.167,37.733,-1.2531868743047738
724238-99999,-87.683,37.8,0.8935483870967431
724240-13807,-85.967,37.9,1.3883870967741814
724243-03849,-84.077,37.087,0.9026825127334206
724250-03860,-82.555,38.365,2.0745161290322613
724270-03804,-81.27,39.2,0.9854838709677551
724273-03804,-81.27,39.2,1.6104004449388043
724275-14894,-80.647,40.176,0.8745683563748088
724280-14821,-82.881,39.991,1.7451612903225708
724285-13812,-82.933,39.817,1.266724565756789
724285-99999,-82.917,39.8,-0.500322580645161
724286-93824,-81.892,39.944,1.1483870967741865
724288-99999,-83.067,40.067,0.6132734254992442
724289-99999,-83.45,41.7,-2.8828215762731872
724290-93815,-84.219,39.906,0.5290322580645039
724295-03867,-83.833,39.833,0.21243494647357863
724296-13841,-83.822,39.42,-0.26645161290322505
724297-93812,-84.419,39.103,1.7877419354838509
724303-14813,-81.464,41.038,0.0
724320-93817,-87.521,38.044,2.4080645161290306
724335-99999,-88.867,38.317,2.965150001612116
724336-99999,-89.25,37.767,-0.6758906192065268
724338-13802,-89.85,38.55,0.3054838709677057
724339-99999,-89.017,37.75,-0.9907252424994226
724340-13994,-90.374,38.753,2.4054838709677426
724345-03966,-90.656,38.657,0.9873548387096776
724350-03816,-88.774,37.056,2.490645161290331
724354-99999,-84.616,37.053,-0.5810483870967715
724361-13803,-85.9,39.267,-2.225609318996419
724363-13803,-85.9,39.267,-0.20096106785317147
724365-99999,-86.95,38.25,0.030102639296174516
724370-93823,-87.3,39.45,0.07176685653980996
724373-93823,-87.3,39.45,0.0
724375-99999,-86.617,39.133,2.094738229161507
724380-93819,-86.279,39.732,1.7912903225806502
724385-99999,-85.617,40.117,-0.4307741935483733
724386-14835,-86.937,40.412,0.7966989247311602
724388-14829,-85.783,41.533,0.0
724390-93822,-89.684,39.845,1.2645161290322307
724395-99999,-90.033,38.883,-0.02475806451616336
724396-93989,-91.192,39.937,-0.21387096774195413
724397-99999,-88.917,40.467,-0.5257386363636414
724398-99999,-87.6,40.2,2.271407834101396
724400-13995,-93.39,37.24,1.0654838709677392
724450-03945,-92.218,38.817,1.1670967741935385
724454-93996,-90.428,37.761,0.6217733153796701
724455-14938,-92.543,40.097,-0.5245161290322642
724456-13997,-91.768,38.131,1.6716129032258067
724457-03938,-92.15,37.75,2.6625806451612846
724458-99999,-92.15,38.583,-1.1583870967741774
724459-99999,-92.55,38.1,2.875997875131887
724460-03947,-94.731,39.297,2.1219354838709563
724461-13988,-94.597,39.121,0.8838709677419132
724463-13988,-94.597,39.121,1.2383870967741757
724466-03929,-94.56,38.844,-1.4058064516129036
724467-13930,-93.55,38.717,0.3006451612902765
724468-99999,-94.733,38.85,2.2474733939895373
724475-93909,-94.89,38.832,0.6893548387096757
724490-13993,-94.923,39.774,1.1274961597542301
724500-03928,-97.43,37.648,-0.4229032258064649
724504-99999,-97.217,37.75,1.0555106859012966
724505-03923,-97.267,37.617,-0.1822580645161338
724506-13986,-97.861,38.065,-1.6736751152074305
724507-13981,-95.484,37.67,1.557741935483861
724509-99999,-97.267,38.058,1.6058525345621888
724510-13985,-99.968,37.769,0.1683870967741541
724515-23064,-100.725,37.927,0.04161290322582545
724516-99999,-100.95,37.033,0.24405645161289158
724517-99999,-98.867,38.35,1.8144498847926087
724518-99999,-99.273,38.842,5.899957978401531
724520-03957,-98.553,37.284,6.819498207885303
724550-13947,-96.767,39.05,-0.07602685486557448
724555-99999,-96.667,39.133,0.10870967741935544
724556-13989,-96.195,38.329,0.22034562211979392
724560-13996,-95.626,39.073,2.5661290322580186
724565-13920,-95.664,38.95,-0.21387096774198255
724567-13921,-94.917,39.367,-1.9995653972021614
724580-13984,-97.651,39.551,-0.07806451612903231
724585-93997,-98.809,38.876,-1.701269187986668
724586-03919,-97.65,38.8,0.16774193548388894
724586-13922,-97.65,38.783,0.4937965260545951
724600-99999,-101.883,37.0,7.268688213193926
724620-23061,-105.861,37.439,3.5553615127919898
724625-99999,-107.76,37.14,3.0400041256893644
724627-99999,-107.917,37.95,1.403377072748043
724630-99999,-102.617,38.083,1.487111396574349
724635-23067,-103.512,38.049,-0.6245161290322585
724636-99999,-102.688,38.07,0.0
724640-93058,-104.498,38.29,3.0054838709676943
724645-23070,-104.338,37.262,0.7491290322580539
724650-23065,-101.693,39.367,1.2216129032257896
724655-93990,-99.83,39.376,-0.47013647642683054
724660-93037,-104.688,38.81,1.3438709677419212
724665-93010,-103.716,39.189,2.284692621431205
724666-99999,-104.849,39.57,4.260967741935474
724673-99999,-106.317,39.22,0.49489399304715675
724675-23063,-106.917,39.65,-1.7773118279570213
724676-99999,-106.869,39.223,3.4853978494623874
724677-99999,-106.933,38.534,0.7646705313596271
724678-99999,-106.866,40.516,0.6286666666666747
724680-94015,-104.757,38.678,-0.6368495295776455
724685-99999,-106.05,38.533,0.6033321150484596
724686-99999,-106.917,38.6,-0.36978927488284796
724690-23062,-104.867,39.75,1.7045161290322284
724695-23036,-104.75,39.717,1.1054838709677313
724697-99999,-105.083,40.583,1.5649784946236451
724698-24015,-103.217,40.167,0.27870967741935715
724699-99999,-105.117,39.917,2.1369585253456194
724700-99999,-110.75,39.617,3.488199938616887
724721-93025,-109.467,37.617,-0.024594945747637098
724723-93025,-109.483,37.583,0.7399540229884991
724725-99999,-112.3,40.317,-1.4639326921695215
724735-23170,-110.715,38.371,1.0745815666844436
724736-99999,-110.7,37.5,-0.24683333333331348
724750-99999,-113.017,38.417,1.4302019115890374
724754-99999,-113.593,37.091,5.945829773078742
724755-93129,-113.094,37.709,-0.5983870967742035
724756-23159,-112.146,37.706,1.2064718614718686
724760-23066,-108.54,39.134,1.025161290322572
724765-99999,-107.894,38.517,2.1944354696100987
724766-99999,-107.883,38.5,1.6555652221605044
724767-99999,-108.633,37.3,2.8505027511461947
724768-99999,-104.633,40.437,3.157242659870704
724769-99999,-105.017,40.45,3.2454779841960004
724771-99999,-110.15,39.0,0.9947901808300799
724773-99999,-110.167,39.0,-1.684375958662926
724795-99999,-112.583,39.333,3.3286549769208165
724796-94128,-111.853,41.787,-0.5487096774193674
724796-99999,-111.85,41.783,0.0
724797-23176,-113.017,38.417,0.26532258064514735
724800-23157,-118.358,37.371,2.9216129032257783
724810-23203,-120.567,37.367,2.119227911873068
724815-99999,-120.514,37.285,2.7949031559838033
724830-23232,-121.495,38.507,1.791612903225797
724835-23206,-121.3,38.567,0.887096774193509
724836-23208,-121.4,38.667,2.1509677419354603
724837-93216,-121.433,39.133,0.5667857142857002
724838-99999,-121.567,39.1,2.6354685099846336
724839-93225,-121.59,38.696,3.740086021505377
724844-99999,-116.783,37.8,0.0
724855-23153,-117.09,38.051,1.7779784946236532
724860-23154,-114.847,39.295,2.007096774193556
724870-99999,-114.517,37.617,9.784059979974074
724880-23185,-119.771,39.484,6.567715609936968
724885-93102,-118.717,39.417,3.2796382488479026
724915-23245,-121.833,36.583,2.530745431431754
724916-93217,-121.767,36.683,1.153886738351261
724917-23233,-121.608,36.664,1.684691109780104
724920-23237,-121.226,37.889,3.4977419354838446
724925-23240,-121.133,37.4,-0.06826802454510528
724926-23258,-120.951,37.624,3.5858064516128962
724927-23285,-121.814,37.693,-0.2390322580645261
724930-23230,-122.221,37.721,0.5341935483870799
724935-93228,-122.115,37.654,0.0
724935-99999,-122.12,37.66,1.9070951685885404
724936-23254,-122.055,37.992,2.2426267281105794
724937-99999,-122.115,37.461,1.8528755092499694
724938-99999,-122.25,37.512,0.7556104218362094
724940-23234,-122.365,37.62,0.7438709677419411
724945-23293,-121.924,37.359,-0.6292213570633862
724946-99999,-121.817,37.333,-0.4559784946236647
724955-93227,-122.285,38.21,-1.2235483870967698
724956-23211,-122.5,38.067,-1.705161290322593
724957-23213,-122.81,38.504,-0.8827252502780709
724957-99999,-122.817,38.517,2.3020224099223014
725020-14734,-74.169,40.683,2.1051612903225703
725025-94741,-74.061,40.85,2.027096774193538
725027-99999,-72.829,41.509,3.8625549155484578
725028-99999,-73.267,40.633,-3.2589130009775147
725029-99999,-73.135,41.479,1.686082949308755
725030-14732,-73.88,40.779,1.707741935483881
725033-94728,-73.969,40.779,0.036451612903235286
725035-04781,-73.102,40.794,0.3824623655913939
725036-14757,-73.884,41.627,-0.3096774193548697
725037-94745,-73.708,41.067,1.8293548387096763
725038-14714,-74.1,41.5,-0.879129032258092
725039-99999,-73.4,40.95,-21.29363250546117
725040-94702,-73.129,41.158,0.33755913978494334
725045-14758,-72.887,41.264,1.1312096774193634
725046-14707,-72.049,41.328,0.40718667861409585
725047-99999,-72.083,41.3,0.3910769230769233
725054-99999,-71.483,41.921,1.8059139784946154
725055-99999,-69.95,41.667,-1.87383567553114
725056-99999,-71.467,41.35,-2.781449678334269
725057-99999,-70.083,41.283,-1.3677053788581475
725058-94793,-71.578,41.168,3.0129942100909943
725058-99999,-71.567,41.167,1.3291144597338302
725059-99999,-71.283,42.467,3.006048582787429
725061-14756,-70.061,41.253,-1.771935483870962
725063-14756,-70.061,41.253,1.0741490545049714
725064-99999,-70.729,41.909,0.3206261859582611
725065-99999,-70.95,41.667,1.3005341191067004
725066-99999,-70.617,41.4,0.9228709677419289
725067-99999,-70.267,41.667,0.9826666666666739
725068-99999,-71.017,41.867,5.073559139784905
725069-99999,-69.983,41.683,-1.16229870796613
725070-14765,-71.433,41.722,1.2638709677419513
725073-99999,-70.217,42.067,2.588792766373402
725074-99999,-71.417,41.583,1.0452983992977067
725075-99999,-73.17,42.696,-0.41451612903226476
725079-99999,-71.282,41.532,-0.10647294760198633
725080-14740,-72.683,41.938,1.1206451612903265
725085-54756,-72.291,42.57,0.6796072931276314
725086-99999,-73.482,41.372,1.7272786429365965
725087-14752,-72.651,41.736,2.085367741935471
725088-99999,-70.917,42.583,-0.8889976958525239
725089-99999,-72.9,41.267,-21.628245430258858
725090-14739,-71.011,42.361,3.447741935483876
725095-94746,-71.873,42.271,2.010494623655916
725097-14790,-70.933,42.15,1.3955161290322735
725098-99999,-71.167,42.183,10.823421658986177
725099-99999,-70.667,42.583,-26.153034095704776
725101-14712,-75.967,40.367,-1.306612903225826
725103-14712,-75.967,40.367,1.4087096774193384
725105-14770,-76.864,40.821,0.0
725107-04780,-71.756,42.552,0.0
725110-14751,-76.851,40.217,-0.02129032258065422
725111-14751,-76.851,40.217,-0.5954838709677546
725111-99999,-76.85,40.217,0.3996774193548589
725115-14711,-76.772,40.196,1.0967741935483701
725116-99999,-76.283,40.117,1.0964516129032091
725117-99999,-80.283,40.133,0.3061658986174791
725118-14751,-76.851,40.217,0.269354838709674
725120-14761,-78.083,40.9,0.0777419354838429
725124-99999,-79.95,40.777,1.371835372636255
725125-04787,-78.899,41.178,-0.7590322580645221
725126-14736,-78.32,40.296,1.0370967741935573
725127-04726,-78.834,40.316,-0.7291720430107489
725128-99999,-77.85,40.85,1.0610752688172198
725130-14777,-75.727,41.334,1.2012043010752507
725135-14754,-75.417,41.183,0.5040085475089313
725140-14778,-76.922,41.243,1.6222580645161173
725144-99999,-76.567,40.433,-0.500653415387319
725145-99999,-74.8,41.7,1.7096497695852548
725150-04725,-75.98,42.207,0.5290322580645181
725155-99999,-76.467,42.491,2.0928372434017604
725156-14748,-76.892,42.159,-0.4648387096774229
725165-99999,-72.95,43.517,1.0394202386518003
725170-14737,-75.449,40.651,0.924838709677374
725180-14735,-73.809,42.743,0.7335483870967607
725185-14750,-73.617,43.35,-0.6054838709677597
725186-99999,-75.467,44.683,3.6676692750942266
725187-99999,-73.517,44.683,3.4811254480286635
725190-14771,-76.104,43.111,1.4580645161289851
725195-99999,-76.517,43.467,-4.932973537794439
725196-14717,-75.407,43.234,-0.20653506381414388
725197-94794,-75.384,43.145,0.058881720430093765
725200-94823,-80.214,40.485,3.1641865079364777
725204-99999,-80.383,40.767,1.0351612903225913
725205-14762,-79.922,40.355,0.6571182795699144
725207-99999,-79.4,40.267,1.6091168770453521
725210-14895,-81.433,40.917,1.5870967741935544
725215-99999,-82.183,41.467,-2.221544885319787
725235-99999,-79.258,42.153,-1.5956982902557968
725240-14820,-81.853,41.405,1.3038709677419291
725244-99999,-81.383,41.683,0.8757204301075348
725245-99999,-81.683,41.517,1.7078976640711971
725246-14891,-82.518,40.82,0.9079032258064359
725247-99999,-81.483,41.567,-0.3567078499920484
725249-99999,-82.733,41.55,-0.14442087167559237
725250-14852,-80.674,41.254,2.052258064516124
725255-99999,-80.8,41.917,-0.2117267552182227
725260-14860,-80.183,42.08,2.556774193548378
725265-99999,-80.8,42.117,-3.218144416873457
725266-04751,-78.633,41.8,0.3477419354838531
725267-94868,-79.867,41.383,1.3316311827957037
725280-14733,-78.736,42.941,1.046451612903212
725283-99999,-78.367,42.233,0.0
725285-99999,-78.883,42.883,-0.6381988882401259
725287-04724,-78.938,43.108,1.0641935483871094
725288-99999,-79.067,43.267,0.5296434135760393
725290-14768,-77.677,43.117,-0.37870967741935146
725295-99999,-77.6,43.25,0.30001801157294494
725300-94846,-87.934,41.995,1.2903870967741966
725305-99999,-88.249,41.908,0.03116268075639539
725306-14855,-87.833,42.083,1.1364516129032296
725310-14806,-88.15,40.3,-2.955161290322607
725314-99999,-90.15,38.567,0.1698566308244125
725315-99999,-88.267,40.033,-0.03620430107525863
725316-99999,-88.867,39.833,0.09612903225803393
725317-99999,-88.283,39.483,0.0
725320-14842,-89.684,40.668,1.5325806451613033
725323-99999,-90.433,40.933,0.0
725326-99999,-89.683,41.743,1.7074952561669647
725330-14827,-85.206,40.971,1.2479892473118213
725335-99999,-86.15,40.65,-0.9473592880978998
725336-99999,-85.383,40.233,-1.595857229723748
725337-99999,-87.4,41.617,-0.8862211981566901
725340-14819,-87.752,41.786,-0.3681935483871115
725346-94866,-87.6,41.867,-0.9498831229546312
725347-99999,-87.867,42.417,1.5558870967741854
725350-14848,-86.316,41.707,0.75322580645161
725354-99999,-86.0,41.717,-1.420483870967729
725360-94830,-83.801,41.589,1.4293548387096848
725366-14825,-83.669,41.014,1.5809343715239095
725370-94847,-83.331,42.231,0.7122580645161207
725375-14822,-83.01,42.409,1.0816129032258033
725376-14853,-83.533,42.233,1.7738709677419138
725377-14804,-82.818,42.608,-0.3870967741935658
725378-99999,-83.983,42.633,0.6654838709677477
725384-99999,-82.533,42.917,-0.5155870967741976
725385-99999,-82.967,42.333,-4.152939343810317
725386-99999,-82.783,44.017,-2.0383041463139193
725387-99999,-87.883,47.467,1.4674887213651573
725390-14836,-84.579,42.78,0.500967741935483
725395-14833,-84.467,42.267,-2.335506117908821
725396-14815,-85.251,42.308,-0.28761290322582056
725400-99999,-93.717,40.25,-0.10425192133459404
725430-94822,-89.093,42.193,1.7932258064516162
725440-14923,-90.523,41.465,1.3190322580645102
725450-14990,-91.717,41.883,0.31419354838709523
725453-99999,-95.05,41.4,-0.4253917050691314
725454-99999,-91.667,41.283,-0.1087741935483848
725455-14931,-91.125,40.783,1.9129032258064598
725456-99999,-91.428,40.46,-0.23612903225807713
725457-99999,-94.272,43.078,-0.6007007786429455
725458-99999,-93.767,42.75,0.0
725460-14933,-93.653,41.534,0.42483870967743087
725462-14937,-91.543,41.633,0.7341935483870827
725463-99999,-92.617,43.067,-0.07032258064516839
725464-99999,-93.017,41.667,-0.4441935483870907
725465-14950,-92.447,41.108,-0.9587096774193355
725466-99999,-93.55,41.683,-1.5100784313725484
725467-99999,-95.417,40.75,-0.10569892473117193
725468-99999,-94.783,42.05,-0.3820912124582918
725469-99999,-93.367,41.017,-0.2977419354838844
725470-94908,-90.704,42.398,0.6848387096774218
725473-99999,-90.333,41.833,1.6789825797546598
725474-99999,-94.367,41.017,-0.26016685205784995
725475-99999,-91.167,42.217,-0.13178494623657855
725476-99999,-91.739,43.276,-0.22276344086020572
725477-99999,-95.38,41.986,-0.24356736242883414
725478-99999,-93.869,42.437,-0.1550723025584233
725479-99999,-95.033,40.717,-0.14999999999997726
725480-94910,-92.401,42.554,2.15225806451609
725483-99999,-91.333,40.667,-0.065926724137924
725484-99999,-96.2,42.783,-0.3791879866518286
725485-14940,-93.327,43.154,-0.3993548387096695
725486-99999,-93.85,42.05,0.026629270618130363
725487-99999,-91.15,41.367,-0.28400000000002024
725488-99999,-91.967,42.683,-0.7100000000000364
725489-99999,-96.067,42.983,-0.15303225806451337
725490-99999,-94.183,42.55,0.47886222787225563
725493-99999,-93.114,41.299,-0.20756395995550747
725494-99999,-95.267,41.017,-0.4818242491657543
725495-99999,-95.833,43.217,-0.38660734149054576
725496-99999,-95.233,42.6,-0.08219354838709592
725497-99999,-95.767,41.267,-0.42903225806452383
725500-14942,-95.899,41.31,0.1812903225806366
725510-14939,-96.748,40.851,0.14557347670249499
725515-99999,-96.75,40.3,-1.4564293659621939
725520-14935,-98.314,40.961,0.34612903225806235
725524-99999,-98.95,41.617,0.11569125442595407
725525-99999,-98.428,40.605,-1.6674903802578882
725526-99999,-99.0,40.717,-2.003827956989255
725527-99999,-96.183,41.767,0.0
725530-94918,-96.017,41.367,0.21125820499690917
725533-94957,-95.592,40.08,-0.275107526881726
725533-99999,-95.6,40.083,-1.7743681074209405
725540-14949,-95.917,41.117,-0.3993882091212555
725555-99999,-99.65,41.433,-0.14307526881719923
725556-99999,-100.0,42.579,-2.180233250620361
725560-14941,-97.435,41.986,0.5322688172043115
725564-99999,-96.52,41.449,0.0
725565-99999,-97.333,41.45,-0.8790433815350411
725566-99999,-98.688,42.47,-0.31123434033112574
725570-14943,-96.379,42.391,0.8041935483870901
725610-24030,-102.986,41.099,1.3682258064515906
725620-24023,-100.669,41.121,0.8719354838709705
725625-99999,-100.583,40.2,0.5567741935483781
725626-24091,-101.62,40.51,0.8221428925892269
725627-99999,-101.067,42.05,2.0680201629540704
725628-99999,-99.333,40.45,-1.3263225806451544
725635-99999,-102.8,42.05,1.9425376344085947
725636-24017,-103.098,42.837,2.330711662531016
725640-24018,-104.817,41.15,4.318387096774202
